"Samples per sec. = 240/1"
""
""
"sec","PSI","PSI"
5.317, 1.4369E+02, 9.8015E+01
5.325, 1.4440E+02, 9.8015E+01
5.333, 1.4299E+02, 9.8015E+01
5.342, 1.4299E+02, 9.8015E+01
5.350, 1.4440E+02, 9.4297E+01
5.358, 1.4440E+02, 8.5445E+01
5.367, 1.3856E+02, 8.1018E+01
5.375, 1.4369E+02, 8.1018E+01
5.383, 1.4440E+02, 8.0310E+01
5.392, 1.4139E+02, 8.1018E+01
5.400, 1.4139E+02, 8.1018E+01
5.408, 1.4440E+02, 8.1018E+01
5.417, 1.4369E+02, 8.0310E+01
5.425, 1.4299E+02, 8.1018E+01
5.433, 1.4369E+02, 8.1018E+01
5.442, 1.4440E+02, 8.1018E+01
5.450, 1.4369E+02, 8.0310E+01
5.458, 1.4369E+02, 8.1018E+01
5.467, 1.4369E+02, 8.1018E+01
5.475, 1.4440E+02, 8.1018E+01
5.483, 1.4369E+02, 7.5884E+01
5.492, 1.4068E+02, 6.9333E+01
5.500, 1.4139E+02, 6.7740E+01
5.508, 1.4369E+02, 6.7740E+01
5.517, 1.4299E+02, 6.7740E+01
5.525, 1.4139E+02, 6.7740E+01
5.533, 1.4299E+02, 6.7740E+01
5.542, 1.4440E+02, 6.7740E+01
5.550, 1.4369E+02, 6.7740E+01
5.558, 1.4299E+02, 6.7740E+01
5.567, 1.4369E+02, 6.8625E+01
5.575, 1.4369E+02, 6.8625E+01
5.583, 1.4299E+02, 6.7740E+01
5.592, 1.4299E+02, 6.8625E+01
5.600, 1.4369E+02, 6.7031E+01
5.608, 1.4369E+02, 6.1897E+01
5.617, 1.3998E+02, 5.8179E+01
5.625, 1.4369E+02, 5.8179E+01
5.633, 1.4440E+02, 5.8179E+01
5.642, 1.4139E+02, 5.9064E+01
5.650, 1.4139E+02, 5.9064E+01
5.658, 1.4440E+02, 5.9064E+01
5.667, 1.4369E+02, 5.9064E+01
5.675, 1.4299E+02, 5.9064E+01
5.683, 1.4299E+02, 5.9064E+01
5.692, 1.4440E+02, 5.9064E+01
5.700, 1.4369E+02, 5.9064E+01
5.708, 1.4369E+02, 5.9064E+01
5.717, 1.4369E+02, 5.9064E+01
5.725, 1.4440E+02, 5.9064E+01
5.733, 1.4369E+02, 5.7471E+01
5.742, 1.4068E+02, 5.2336E+01
5.750, 1.4139E+02, 5.1628E+01
5.758, 1.4369E+02, 5.1628E+01
5.767, 1.4299E+02, 5.1628E+01
5.775, 1.4139E+02, 5.1628E+01
5.783, 1.4299E+02, 5.1628E+01
5.792, 1.4440E+02, 5.1628E+01
5.800, 1.4369E+02, 5.1628E+01
5.808, 1.4299E+02, 5.1628E+01
5.817, 1.4369E+02, 5.1628E+01
5.825, 1.4440E+02, 5.1628E+01
5.833, 1.4369E+02, 5.1628E+01
5.842, 1.4369E+02, 5.2336E+01
5.850, 1.4440E+02, 5.1628E+01
5.858, 1.4369E+02, 4.7910E+01
5.867, 1.3998E+02, 4.5785E+01
5.875, 1.4369E+02, 4.6494E+01
5.883, 1.4440E+02, 4.5785E+01
5.892, 1.4210E+02, 4.6494E+01
5.900, 1.4210E+02, 4.6494E+01
5.908, 1.4440E+02, 4.6494E+01
5.917, 1.4369E+02, 4.6494E+01
5.925, 1.4299E+02, 4.6494E+01
5.933, 1.4299E+02, 4.6494E+01
5.942, 1.4440E+02, 4.6494E+01
5.950, 1.4369E+02, 4.6494E+01
5.958, 1.4299E+02, 4.6494E+01
5.967, 1.4369E+02, 4.6494E+01
5.975, 1.4440E+02, 4.6494E+01
5.983, 1.4369E+02, 4.6494E+01
5.992, 1.4369E+02, 4.6494E+01
6.000, 1.4440E+02, 4.6494E+01
6.008, 1.4440E+02, 4.6494E+01
6.017, 1.4369E+02, 4.6494E+01
6.025, 1.4369E+02, 4.6494E+01
6.033, 1.4440E+02, 4.6494E+01
6.042, 1.4440E+02, 4.7202E+01
6.050, 1.4440E+02, 4.6494E+01
6.058, 1.4440E+02, 4.7202E+01
6.067, 1.4440E+02, 4.7202E+01
6.075, 1.4440E+02, 4.7202E+01
6.083, 1.4440E+02, 4.6494E+01
6.092, 1.4440E+02, 4.7202E+01
6.100, 1.4440E+02, 4.7202E+01
6.108, 1.4440E+02, 4.7202E+01
6.117, 1.4440E+02, 4.7202E+01
6.125, 1.4440E+02, 4.7202E+01
6.133, 1.4440E+02, 4.7202E+01
6.142, 1.4440E+02, 4.7202E+01
6.150, 1.4440E+02, 4.7202E+01
6.158, 1.4440E+02, 4.7202E+01
6.167, 1.4440E+02, 4.7202E+01
6.175, 1.4440E+02, 4.7202E+01
6.183, 1.4440E+02, 4.7202E+01
6.192, 1.4440E+02, 4.7202E+01
6.200, 1.4440E+02, 4.7202E+01
6.208, 1.4440E+02, 4.7202E+01
6.217, 1.4440E+02, 4.7202E+01
6.225, 1.4440E+02, 4.7202E+01
6.233, 1.4440E+02, 4.7202E+01
6.242, 1.4440E+02, 4.7202E+01
6.250, 1.4440E+02, 4.7202E+01
6.258, 1.4440E+02, 4.7202E+01
6.267, 1.4440E+02, 4.7910E+01
6.275, 1.4511E+02, 4.7910E+01
6.283, 1.4440E+02, 4.7202E+01
6.292, 1.4511E+02, 4.7910E+01
6.300, 1.4511E+02, 4.7910E+01
6.308, 1.4440E+02, 4.7910E+01
6.317, 1.4440E+02, 4.7202E+01
6.325, 1.4440E+02, 4.7910E+01
6.333, 1.4511E+02, 4.7910E+01
6.342, 1.4440E+02, 4.7910E+01
6.350, 1.4440E+02, 4.7910E+01
6.358, 1.4440E+02, 4.7910E+01
6.367, 1.4440E+02, 4.7910E+01
6.375, 1.4440E+02, 4.7910E+01
6.383, 1.4440E+02, 4.7910E+01
6.392, 1.4511E+02, 4.7910E+01
6.400, 1.4511E+02, 4.7910E+01
6.408, 1.4440E+02, 4.7910E+01
6.417, 1.4440E+02, 4.7910E+01
6.425, 1.4440E+02, 4.7910E+01
6.433, 1.4440E+02, 4.7910E+01
6.442, 1.4511E+02, 4.7910E+01
6.450, 1.4440E+02, 4.7910E+01
6.458, 1.4511E+02, 4.7910E+01
6.467, 1.4511E+02, 4.7910E+01
6.475, 1.4440E+02, 4.7910E+01
6.483, 1.4511E+02, 4.7910E+01
6.492, 1.4511E+02, 4.7910E+01
6.500, 1.4511E+02, 4.7910E+01
6.508, 1.4440E+02, 4.7910E+01
6.517, 1.4440E+02, 4.7910E+01
6.525, 1.4511E+02, 4.7910E+01
6.533, 1.4511E+02, 4.7910E+01
6.542, 1.4511E+02, 4.8618E+01
6.550, 1.4511E+02, 4.7910E+01
6.558, 1.4511E+02, 4.7910E+01
6.567, 1.4511E+02, 4.6494E+01
6.575, 1.4511E+02, 4.1359E+01
6.583, 1.4511E+02, 3.6933E+01
6.592, 1.4511E+02, 3.3923E+01
6.600, 1.4511E+02, 3.0382E+01
6.608, 1.4511E+02, 2.7372E+01
6.617, 1.4511E+02, 2.4362E+01
6.625, 1.4511E+02, 2.1529E+01
6.633, 1.4511E+02, 1.9228E+01
6.642, 1.4511E+02, 1.7103E+01
6.650, 1.4511E+02, 1.4801E+01
6.658, 1.4511E+02, 1.2677E+01
6.667, 1.4511E+02, 1.1260E+01
6.675, 1.4511E+02, 9.6670E+00
6.683, 1.4511E+02, 8.2506E+00
6.692, 1.4511E+02, 6.8342E+00
6.700, 1.4511E+02, 6.1260E+00
6.708, 1.4511E+02, 5.2407E+00
6.717, 1.4511E+02, 4.5325E+00
6.725, 1.4511E+02, 3.1161E+00
6.733, 1.4511E+02, 3.1161E+00
6.742, 1.4511E+02, 3.1161E+00
6.750, 1.4511E+02, 2.4079E+00
6.758, 1.4511E+02, 1.6997E+00
6.767, 1.4511E+02, 1.6997E+00
6.775, 1.4511E+02, 1.6997E+00
6.783, 1.4511E+02, 8.1443E-01
6.792, 1.4511E+02, 8.1443E-01
6.800, 1.4511E+02, 8.1443E-01
6.808, 1.4511E+02, 8.1443E-01
6.817, 1.4511E+02, 8.1443E-01
6.825, 1.4511E+02, 8.1443E-01
6.833, 1.4511E+02, 8.1443E-01
6.842, 1.4511E+02, 8.1443E-01
6.850, 1.4511E+02, 8.1443E-01
6.858, 1.4511E+02, 8.1443E-01
6.867, 1.4511E+02, 8.1443E-01
6.875, 1.4511E+02, 8.1443E-01
6.883, 1.4511E+02, 8.1443E-01
6.892, 1.4511E+02, 8.1443E-01
6.900, 1.4511E+02, 8.1443E-01
6.908, 1.4511E+02, 8.1443E-01
6.917, 1.4511E+02, 8.1443E-01
6.925, 1.4511E+02, 1.6997E+00
6.933, 1.4511E+02, 8.1443E-01
6.942, 1.4511E+02, 8.1443E-01
6.950, 1.4511E+02, 8.1443E-01
6.958, 1.4511E+02, 8.1443E-01
6.967, 1.4511E+02, 8.1443E-01
6.975, 1.4511E+02, 8.1443E-01
6.983, 1.4511E+02, 8.1443E-01
6.992, 1.4511E+02, 8.1443E-01
7.000, 1.4511E+02, 8.1443E-01
7.008, 1.4511E+02, 8.1443E-01
7.017, 1.4511E+02, 8.1443E-01
7.025, 1.4582E+02, 1.6997E+00
7.033, 1.4511E+02, 8.1443E-01
7.042, 1.4511E+02, 8.1443E-01
7.050, 1.4210E+02, 1.6997E+00
7.058, 1.4299E+02, 1.6997E+00
7.067, 1.4511E+02, 1.6997E+00
7.075, 1.4440E+02, 1.6997E+00
7.083, 1.4210E+02, 1.6997E+00
7.092, 1.4369E+02, 1.6997E+00
7.100, 1.4511E+02, 1.6997E+00
7.108, 1.4369E+02, 1.6997E+00
7.117, 1.4369E+02, 1.6997E+00
7.125, 1.4440E+02, 1.6997E+00
7.133, 1.4511E+02, 1.6997E+00
7.142, 1.4369E+02, 1.6997E+00
7.150, 1.4369E+02, 1.6997E+00
7.158, 1.4440E+02, 1.6997E+00
7.167, 1.4440E+02, 2.4079E+00
7.175, 1.4440E+02, 2.4079E+00
7.183, 1.4440E+02, 1.6997E+00
7.192, 1.4440E+02, 2.4079E+00
7.200, 1.4440E+02, 1.6997E+00
7.208, 1.4440E+02, 2.4079E+00
7.217, 1.4440E+02, 2.4079E+00
7.225, 1.4440E+02, 2.4079E+00
7.233, 1.4440E+02, 2.4079E+00
7.242, 1.4440E+02, 2.4079E+00
7.250, 1.4440E+02, 2.4079E+00
7.258, 1.4511E+02, 2.4079E+00
7.267, 1.4440E+02, 2.4079E+00
7.275, 1.4440E+02, 2.4079E+00
7.283, 1.4440E+02, 2.4079E+00
7.292, 1.4440E+02, 3.1161E+00
7.300, 1.4440E+02, 2.4079E+00
7.308, 1.4511E+02, 3.1161E+00
7.317, 1.4511E+02, 3.1161E+00
7.325, 1.4440E+02, 3.1161E+00
7.333, 1.4440E+02, 2.4079E+00
7.342, 1.4511E+02, 3.1161E+00
7.350, 1.4440E+02, 3.1161E+00
7.358, 1.4511E+02, 3.1161E+00
7.367, 1.4511E+02, 3.1161E+00
7.375, 1.4511E+02, 3.1161E+00
7.383, 1.4440E+02, 3.1161E+00
7.392, 1.4511E+02, 3.1161E+00
7.400, 1.4511E+02, 3.1161E+00
7.408, 1.4511E+02, 3.1161E+00
7.417, 1.4511E+02, 3.1161E+00
7.425, 1.4511E+02, 3.1161E+00
7.433, 1.4511E+02, 3.1161E+00
7.442, 1.4511E+02, 3.1161E+00
7.450, 1.4511E+02, 3.1161E+00
7.458, 1.4511E+02, 3.1161E+00
7.467, 1.4511E+02, 3.1161E+00
7.475, 1.4511E+02, 3.8243E+00
7.483, 1.4511E+02, 3.1161E+00
7.492, 1.4511E+02, 3.1161E+00
7.500, 1.4511E+02, 3.1161E+00
7.508, 1.4511E+02, 3.1161E+00
7.517, 1.4511E+02, 3.1161E+00
7.525, 1.4511E+02, 3.1161E+00
7.533, 1.4511E+02, 3.1161E+00
7.542, 1.4511E+02, 3.1161E+00
7.550, 1.4511E+02, 3.1161E+00
7.558, 1.4511E+02, 3.8243E+00
7.567, 1.4511E+02, 3.8243E+00
7.575, 1.4511E+02, 3.8243E+00
7.583, 1.4511E+02, 3.8243E+00
7.592, 1.4511E+02, 3.8243E+00
7.600, 1.4511E+02, 3.8243E+00
7.608, 1.4511E+02, 3.8243E+00
7.617, 1.4511E+02, 3.8243E+00
7.625, 1.4511E+02, 3.8243E+00
7.633, 1.4511E+02, 3.8243E+00
7.642, 1.4511E+02, 3.8243E+00
7.650, 1.4511E+02, 3.8243E+00
7.658, 1.4511E+02, 3.8243E+00
7.667, 1.4511E+02, 3.8243E+00
7.675, 1.4511E+02, 3.8243E+00
7.683, 1.4511E+02, 3.8243E+00
7.692, 1.4511E+02, 3.8243E+00
7.700, 1.4511E+02, 3.8243E+00
7.708, 1.4511E+02, 3.8243E+00
7.717, 1.4511E+02, 3.8243E+00
7.725, 1.4511E+02, 3.8243E+00
7.733, 1.4511E+02, 3.8243E+00
7.742, 1.4511E+02, 4.5325E+00
7.750, 1.4511E+02, 3.8243E+00
7.758, 1.4511E+02, 4.5325E+00
7.767, 1.4511E+02, 3.8243E+00
7.775, 1.4511E+02, 4.5325E+00
7.783, 1.1271E+02, 6.1260E+00
7.792, 1.0173E+02, 1.4801E+01
7.800, 9.6599E+01, 2.2238E+01
7.808, 9.2881E+01, 2.9497E+01
7.817, 8.9163E+01, 3.6225E+01
7.825, 8.7038E+01, 4.2067E+01
7.833, 8.6330E+01, 4.7910E+01
7.842, 8.5445E+01, 5.3044E+01
7.850, 8.5445E+01, 5.7471E+01
7.858, 8.6330E+01, 6.2605E+01
7.867, 8.7038E+01, 6.6323E+01
7.875, 8.8455E+01, 7.0749E+01
7.883, 8.9871E+01, 7.4468E+01
7.892, 9.1464E+01, 7.8186E+01
7.900, 9.3589E+01, 8.1018E+01
7.908, 9.5005E+01, 8.4028E+01
7.917, 9.6599E+01, 8.7746E+01
7.925, 9.8724E+01, 9.0579E+01
7.933, 1.0103E+02, 9.2881E+01
7.942, 1.0244E+02, 9.5714E+01
7.950, 1.0457E+02, 9.8015E+01
7.958, 1.0616E+02, 1.0085E+02
7.967, 1.0758E+02, 1.0244E+02
7.975, 1.0988E+02, 1.0527E+02
7.983, 1.1129E+02, 1.0687E+02
7.992, 1.1271E+02, 1.0899E+02
8.000, 1.1413E+02, 1.1112E+02
8.008, 1.1643E+02, 1.1271E+02
8.017, 1.1714E+02, 1.1413E+02
8.025, 1.1855E+02, 1.1643E+02
8.033, 1.2015E+02, 1.1785E+02
8.042, 1.2156E+02, 1.1997E+02
8.050, 1.2298E+02, 1.2156E+02
8.058, 1.2457E+02, 1.2298E+02
8.067, 1.2528E+02, 1.2369E+02
8.075, 1.2670E+02, 1.2510E+02
8.083, 1.2811E+02, 1.2670E+02
8.092, 1.2900E+02, 1.2811E+02
8.100, 1.3042E+02, 1.2882E+02
8.108, 1.3112E+02, 1.3024E+02
8.117, 1.3183E+02, 1.3112E+02
8.125, 1.3254E+02, 1.3254E+02
8.133, 1.3413E+02, 1.3325E+02
8.142, 1.3413E+02, 1.3396E+02
8.150, 1.3555E+02, 1.3466E+02
8.158, 1.3555E+02, 1.3555E+02
8.167, 1.3626E+02, 1.3626E+02
8.175, 1.3767E+02, 1.3767E+02
8.183, 1.3767E+02, 1.3767E+02
8.192, 1.3856E+02, 1.3838E+02
8.200, 1.3856E+02, 1.3838E+02
8.208, 1.3927E+02, 1.3909E+02
8.217, 1.3998E+02, 1.3980E+02
8.225, 1.3998E+02, 1.3980E+02
8.233, 1.4068E+02, 1.4068E+02
8.242, 1.4068E+02, 1.4068E+02
8.250, 1.4068E+02, 1.4139E+02
8.258, 1.4068E+02, 1.4139E+02
8.267, 1.4139E+02, 1.4139E+02
8.275, 1.4139E+02, 1.4139E+02
8.283, 1.4139E+02, 1.4139E+02
8.292, 1.4068E+02, 1.4139E+02
8.300, 1.4139E+02, 1.4139E+02
8.308, 1.4139E+02, 1.4139E+02
8.317, 1.4139E+02, 1.4139E+02
8.325, 1.4139E+02, 1.4139E+02
8.333, 1.4139E+02, 1.4210E+02
8.342, 1.4139E+02, 1.4210E+02
8.350, 1.4210E+02, 1.4139E+02
8.358, 1.4210E+02, 1.4139E+02
8.367, 1.4210E+02, 1.4139E+02
8.375, 1.4210E+02, 1.4139E+02
8.383, 1.4299E+02, 1.4139E+02
8.392, 1.4299E+02, 1.4139E+02
8.400, 1.4210E+02, 1.4068E+02
8.408, 1.4299E+02, 1.4068E+02
8.417, 1.4299E+02, 1.4068E+02
8.425, 1.4299E+02, 1.4068E+02
8.433, 1.4299E+02, 1.4068E+02
8.442, 1.4299E+02, 1.4068E+02
8.450, 1.4299E+02, 1.3980E+02
8.458, 1.4299E+02, 1.3980E+02
8.467, 1.4299E+02, 1.3980E+02
8.475, 1.4299E+02, 1.3980E+02
8.483, 1.4299E+02, 1.3980E+02
8.492, 1.4299E+02, 1.3980E+02
8.500, 1.4299E+02, 1.3980E+02
8.508, 1.4299E+02, 1.3909E+02
8.517, 1.4299E+02, 1.3909E+02
8.525, 1.4299E+02, 1.3980E+02
8.533, 1.4299E+02, 1.3909E+02
8.542, 1.4299E+02, 1.3909E+02
8.550, 1.4299E+02, 1.3909E+02
8.558, 1.4299E+02, 1.3909E+02
8.567, 1.4299E+02, 1.3838E+02
8.575, 1.4299E+02, 1.3838E+02
8.583, 1.4299E+02, 1.3838E+02
8.592, 1.4299E+02, 1.3838E+02
8.600, 1.4299E+02, 1.3838E+02
8.608, 1.4299E+02, 1.3838E+02
8.617, 1.4299E+02, 1.3767E+02
8.625, 1.4299E+02, 1.3767E+02
8.633, 1.4299E+02, 1.3767E+02
8.642, 1.4299E+02, 1.3767E+02
8.650, 1.4299E+02, 1.3767E+02
8.658, 1.4369E+02, 1.3767E+02
8.667, 1.4369E+02, 1.3767E+02
8.675, 1.4299E+02, 1.3767E+02
8.683, 1.4369E+02, 1.3767E+02
8.692, 1.4299E+02, 1.3767E+02
8.700, 1.4299E+02, 1.3767E+02
8.708, 1.4299E+02, 1.3767E+02
8.717, 1.4299E+02, 1.3697E+02
8.725, 1.4369E+02, 1.3767E+02
8.733, 1.4299E+02, 1.3697E+02
8.742, 1.4369E+02, 1.3697E+02
8.750, 1.4369E+02, 1.3697E+02
8.758, 1.4369E+02, 1.3697E+02
8.767, 1.4369E+02, 1.3697E+02
8.775, 1.4369E+02, 1.3697E+02
8.783, 1.4369E+02, 1.3697E+02
8.792, 1.4369E+02, 1.3626E+02
8.800, 1.4369E+02, 1.3697E+02
8.808, 1.4369E+02, 1.3697E+02
8.817, 1.4369E+02, 1.3626E+02
8.825, 1.4369E+02, 1.3697E+02
8.833, 1.4369E+02, 1.3626E+02
8.842, 1.4369E+02, 1.3626E+02
8.850, 1.4369E+02, 1.3626E+02
8.858, 1.4369E+02, 1.3626E+02
8.867, 1.4369E+02, 1.3626E+02
8.875, 1.4369E+02, 1.3626E+02
8.883, 1.4369E+02, 1.3555E+02
8.892, 1.4369E+02, 1.3555E+02
8.900, 1.4369E+02, 1.3555E+02
8.908, 1.4369E+02, 1.3555E+02
8.917, 1.4369E+02, 1.3555E+02
8.925, 1.4369E+02, 1.3555E+02
8.933, 1.4369E+02, 1.3555E+02
8.942, 1.4369E+02, 1.3555E+02
8.950, 1.4369E+02, 1.3555E+02
8.958, 1.4369E+02, 1.3555E+02
8.967, 1.4369E+02, 1.3466E+02
8.975, 1.4369E+02, 1.3555E+02
8.983, 1.4369E+02, 1.3466E+02
8.992, 1.4369E+02, 1.3466E+02
9.000, 1.4369E+02, 1.3466E+02
9.008, 1.4369E+02, 1.3466E+02
9.017, 1.4369E+02, 1.3466E+02
9.025, 1.4369E+02, 1.3466E+02
9.033, 1.4369E+02, 1.3466E+02
9.042, 1.4369E+02, 1.3466E+02
9.050, 1.4369E+02, 1.3466E+02
9.058, 1.4369E+02, 1.3466E+02
9.067, 1.4369E+02, 1.3466E+02
9.075, 1.4369E+02, 1.3466E+02
9.083, 1.4369E+02, 1.3466E+02
9.092, 1.4369E+02, 1.3466E+02
9.100, 1.4369E+02, 1.3466E+02
9.108, 1.4369E+02, 1.3466E+02
9.117, 1.4369E+02, 1.3466E+02
9.125, 1.4369E+02, 1.3466E+02
9.133, 1.4369E+02, 1.3466E+02
9.142, 1.4369E+02, 1.3466E+02
9.150, 1.4369E+02, 1.3466E+02
9.158, 1.4369E+02, 1.3396E+02
9.167, 1.4369E+02, 1.3396E+02
9.175, 1.4369E+02, 1.3396E+02
9.183, 1.4369E+02, 1.3396E+02
9.192, 1.4369E+02, 1.3396E+02
9.200, 1.4369E+02, 1.3396E+02
9.208, 1.4369E+02, 1.3396E+02
9.217, 1.4369E+02, 1.3396E+02
9.225, 1.4369E+02, 1.3396E+02
9.233, 1.4440E+02, 1.3396E+02
9.242, 1.4369E+02, 1.3396E+02
9.250, 1.4369E+02, 1.3396E+02
9.258, 1.4369E+02, 1.3396E+02
9.267, 1.4369E+02, 1.3396E+02
9.275, 1.4369E+02, 1.3396E+02
9.283, 1.4440E+02, 1.3396E+02
9.292, 1.4369E+02, 1.3325E+02
9.300, 1.4369E+02, 1.3325E+02
9.308, 1.4440E+02, 1.3325E+02
9.317, 1.4369E+02, 1.3325E+02
9.325, 1.4369E+02, 1.3325E+02
9.333, 1.4440E+02, 1.3325E+02
9.342, 1.4369E+02, 1.3325E+02
9.350, 1.4440E+02, 1.3325E+02
9.358, 1.4369E+02, 1.3325E+02
9.367, 1.4369E+02, 1.3325E+02
9.375, 1.4369E+02, 1.3325E+02
9.383, 1.4440E+02, 1.3325E+02
9.392, 1.4369E+02, 1.3325E+02
9.400, 1.4369E+02, 1.3325E+02
9.408, 1.4440E+02, 1.3325E+02
9.417, 1.4440E+02, 1.3325E+02
9.425, 1.4440E+02, 1.3325E+02
9.433, 1.4440E+02, 1.3325E+02
9.442, 1.4440E+02, 1.3325E+02
9.450, 1.4440E+02, 1.3254E+02
9.458, 1.4440E+02, 1.3325E+02
9.467, 1.4440E+02, 1.3254E+02
9.475, 1.4440E+02, 1.3325E+02
9.483, 1.4440E+02, 1.3254E+02
9.492, 1.4440E+02, 1.3254E+02
9.500, 1.4440E+02, 1.3254E+02
9.508, 1.4440E+02, 1.3254E+02
9.517, 1.4440E+02, 1.3254E+02
9.525, 1.4440E+02, 1.3254E+02
9.533, 1.4440E+02, 1.3254E+02
9.542, 1.4369E+02, 1.3254E+02
9.550, 1.4440E+02, 1.3254E+02
9.558, 1.4440E+02, 1.3254E+02
9.567, 1.4440E+02, 1.3254E+02
9.575, 1.4440E+02, 1.3254E+02
9.583, 1.4440E+02, 1.3254E+02
9.592, 1.4440E+02, 1.3254E+02
9.600, 1.4440E+02, 1.3254E+02
9.608, 1.4440E+02, 1.3254E+02
9.617, 1.4440E+02, 1.3183E+02
9.625, 1.4440E+02, 1.3254E+02
9.633, 1.4440E+02, 1.3254E+02
9.642, 1.4440E+02, 1.3254E+02
9.650, 1.4440E+02, 1.3183E+02
9.658, 1.4440E+02, 1.3183E+02
9.667, 1.4440E+02, 1.3183E+02
9.675, 1.4440E+02, 1.3183E+02
9.683, 1.4440E+02, 1.3183E+02
9.692, 1.4440E+02, 1.3183E+02
9.700, 1.4440E+02, 1.3183E+02
9.708, 1.4440E+02, 1.3183E+02
9.717, 1.4440E+02, 1.3183E+02
9.725, 1.4440E+02, 1.3183E+02
9.733, 1.4511E+02, 1.3183E+02
9.742, 1.4440E+02, 1.3183E+02
9.750, 1.4440E+02, 1.3183E+02
9.758, 1.4440E+02, 1.3183E+02
9.767, 1.4440E+02, 1.3183E+02
9.775, 1.4440E+02, 1.3183E+02
9.783, 1.4139E+02, 1.3183E+02
9.792, 1.3555E+02, 1.3396E+02
9.800, 1.3697E+02, 1.3555E+02
9.808, 1.3767E+02, 1.3767E+02
9.817, 1.3767E+02, 1.3767E+02
9.825, 1.3856E+02, 1.3838E+02
9.833, 1.3856E+02, 1.3909E+02
9.842, 1.3927E+02, 1.3980E+02
9.850, 1.3998E+02, 1.3980E+02
9.858, 1.4068E+02, 1.4068E+02
9.867, 1.4068E+02, 1.4139E+02
9.875, 1.4068E+02, 1.4139E+02
9.883, 1.4139E+02, 1.4139E+02
9.892, 1.4139E+02, 1.4210E+02
9.900, 1.4210E+02, 1.4210E+02
9.908, 1.4210E+02, 1.4210E+02
9.917, 1.4210E+02, 1.4281E+02
9.925, 1.4210E+02, 1.4281E+02
9.933, 1.4210E+02, 1.4281E+02
9.942, 1.4210E+02, 1.4281E+02
9.950, 1.4299E+02, 1.4281E+02
9.958, 1.4299E+02, 1.4352E+02
9.967, 1.4299E+02, 1.4352E+02
9.975, 1.4299E+02, 1.4352E+02
9.983, 1.4299E+02, 1.4352E+02
9.992, 1.4299E+02, 1.4352E+02
10.000, 1.4299E+02, 1.4352E+02
10.008, 1.4369E+02, 1.4352E+02
10.017, 1.4299E+02, 1.4352E+02
10.025, 1.4369E+02, 1.4352E+02
10.033, 1.4369E+02, 1.4352E+02
10.042, 1.4369E+02, 1.4352E+02
10.050, 1.4369E+02, 1.4352E+02
10.058, 1.4369E+02, 1.4352E+02
10.067, 1.4369E+02, 1.4352E+02
10.075, 1.4369E+02, 1.4423E+02
10.083, 1.4369E+02, 1.4352E+02
10.092, 1.4369E+02, 1.4423E+02
10.100, 1.4369E+02, 1.4423E+02
10.108, 1.4369E+02, 1.4423E+02
10.117, 1.4369E+02, 1.4423E+02
10.125, 1.4369E+02, 1.4423E+02
10.133, 1.4369E+02, 1.4423E+02
10.142, 1.4369E+02, 1.4423E+02
10.150, 1.4369E+02, 1.4423E+02
10.158, 1.4369E+02, 1.4423E+02
10.167, 1.4369E+02, 1.4423E+02
10.175, 1.4369E+02, 1.4423E+02
10.183, 1.4369E+02, 1.4423E+02
10.192, 1.4369E+02, 1.4423E+02
10.200, 1.4369E+02, 1.4423E+02
10.208, 1.4369E+02, 1.4423E+02
10.217, 1.4299E+02, 1.4352E+02
10.225, 1.4299E+02, 1.4352E+02
10.233, 1.4369E+02, 1.4352E+02
10.242, 1.4369E+02, 1.4423E+02
10.250, 1.4369E+02, 1.4352E+02
10.258, 1.4369E+02, 1.4352E+02
10.267, 1.4369E+02, 1.4352E+02
10.275, 1.4369E+02, 1.4423E+02
10.283, 1.4369E+02, 1.4352E+02
10.292, 1.4369E+02, 1.4423E+02
10.300, 1.4369E+02, 1.4352E+02
10.308, 1.4440E+02, 1.4352E+02
10.317, 1.4369E+02, 1.4352E+02
10.325, 1.4369E+02, 1.4352E+02
10.333, 1.4369E+02, 1.4352E+02
10.342, 1.4369E+02, 1.4352E+02
10.350, 1.4440E+02, 1.4352E+02
10.358, 1.4440E+02, 1.4352E+02
10.367, 1.4440E+02, 1.4352E+02
10.375, 1.4440E+02, 1.4352E+02
10.383, 1.4440E+02, 1.4352E+02
10.392, 1.4440E+02, 1.4352E+02
10.400, 1.4440E+02, 1.4352E+02
10.408, 1.4440E+02, 1.4352E+02
10.417, 1.4440E+02, 1.4352E+02
10.425, 1.4440E+02, 1.4352E+02
10.433, 1.4440E+02, 1.4281E+02
10.442, 1.4440E+02, 1.4281E+02
10.450, 1.4440E+02, 1.4352E+02
10.458, 1.4440E+02, 1.4352E+02
10.467, 1.4440E+02, 1.4281E+02
10.475, 1.4440E+02, 1.4281E+02
10.483, 1.4440E+02, 1.4281E+02
10.492, 1.4440E+02, 1.4281E+02
10.500, 1.4440E+02, 1.4281E+02
10.508, 1.4440E+02, 1.4281E+02
10.517, 1.4440E+02, 1.4281E+02
10.525, 1.4440E+02, 1.4281E+02
10.533, 1.4511E+02, 1.4281E+02
10.542, 1.4440E+02, 1.4281E+02
10.550, 1.4440E+02, 1.4281E+02
10.558, 1.4511E+02, 1.4281E+02
10.567, 1.4440E+02, 1.4281E+02
10.575, 1.4440E+02, 1.4281E+02
10.583, 1.4440E+02, 1.4281E+02
10.592, 1.4440E+02, 1.4281E+02
