"Samples per sec. = 240/1"
""
""
"sec","PSI","PSI"
5.275, 1.4440E+02, 8.7746E+01
5.283, 1.4440E+02, 8.7746E+01
5.292, 1.4440E+02, 8.7746E+01
5.300, 1.4440E+02, 8.7746E+01
5.308, 1.4511E+02, 8.7746E+01
5.317, 1.4440E+02, 8.7746E+01
5.325, 1.4440E+02, 8.7746E+01
5.333, 1.4511E+02, 8.7746E+01
5.342, 1.4511E+02, 8.7746E+01
5.350, 1.4440E+02, 8.7746E+01
5.358, 1.4440E+02, 8.7746E+01
5.367, 1.4440E+02, 8.7746E+01
5.375, 1.4511E+02, 8.7746E+01
5.383, 1.4511E+02, 8.7746E+01
5.392, 1.4511E+02, 8.7746E+01
5.400, 1.4440E+02, 8.7746E+01
5.408, 1.4511E+02, 8.7746E+01
5.417, 1.4511E+02, 8.7746E+01
5.425, 1.4511E+02, 8.7746E+01
5.433, 1.4511E+02, 8.7746E+01
5.442, 1.4511E+02, 8.7746E+01
5.450, 1.4440E+02, 8.7746E+01
5.458, 1.4511E+02, 8.7746E+01
5.467, 1.4511E+02, 8.7746E+01
5.475, 1.4511E+02, 8.7746E+01
5.483, 1.4511E+02, 8.7746E+01
5.492, 1.4511E+02, 8.7746E+01
5.500, 1.4511E+02, 8.7746E+01
5.508, 1.4511E+02, 8.7746E+01
5.517, 1.4511E+02, 8.7746E+01
5.525, 1.4511E+02, 8.7746E+01
5.533, 1.4511E+02, 8.7746E+01
5.542, 1.4511E+02, 8.7746E+01
5.550, 1.4440E+02, 8.7746E+01
5.558, 1.4511E+02, 8.7746E+01
5.567, 1.4511E+02, 8.1727E+01
5.575, 1.4511E+02, 7.4468E+01
5.583, 1.4511E+02, 6.7740E+01
5.592, 1.4511E+02, 6.1189E+01
5.600, 1.4511E+02, 5.5346E+01
5.608, 1.4511E+02, 5.0212E+01
5.617, 1.4511E+02, 4.5077E+01
5.625, 1.4511E+02, 4.0651E+01
5.633, 1.4511E+02, 3.6933E+01
5.642, 1.4511E+02, 3.3215E+01
5.650, 1.4511E+02, 2.9497E+01
5.658, 1.4511E+02, 2.6664E+01
5.667, 1.4511E+02, 2.3654E+01
5.675, 1.4511E+02, 2.1529E+01
5.683, 1.4511E+02, 1.9228E+01
5.692, 1.4511E+02, 1.7103E+01
5.700, 1.4511E+02, 1.4801E+01
5.708, 1.4511E+02, 1.3385E+01
5.717, 1.4511E+02, 1.1260E+01
5.725, 1.4511E+02, 9.6670E+00
5.733, 1.4511E+02, 8.2506E+00
5.742, 1.4511E+02, 7.5424E+00
5.750, 1.4511E+02, 6.1260E+00
5.758, 1.4511E+02, 5.2407E+00
5.767, 1.4511E+02, 4.5325E+00
5.775, 1.4511E+02, 3.8243E+00
5.783, 1.4511E+02, 3.1161E+00
5.792, 1.4511E+02, 3.1161E+00
5.800, 1.4511E+02, 2.4079E+00
5.808, 1.4511E+02, 1.6997E+00
5.817, 1.4511E+02, 1.6997E+00
5.825, 1.4511E+02, 1.6997E+00
5.833, 1.4511E+02, 1.6997E+00
5.842, 1.4511E+02, 1.6997E+00
5.850, 1.4511E+02, 8.1443E-01
5.858, 1.4511E+02, 8.1443E-01
5.867, 1.4511E+02, 8.1443E-01
5.875, 1.4511E+02, 8.1443E-01
5.883, 1.4511E+02, 8.1443E-01
5.892, 1.4511E+02, 8.1443E-01
5.900, 1.4511E+02, 8.1443E-01
5.908, 1.4511E+02, 8.1443E-01
5.917, 1.4511E+02, 8.1443E-01
5.925, 1.4511E+02, 8.1443E-01
5.933, 1.4511E+02, 8.1443E-01
5.942, 1.4511E+02, 8.1443E-01
5.950, 1.4511E+02, 8.1443E-01
5.958, 1.4511E+02, 8.1443E-01
5.967, 1.4511E+02, 8.1443E-01
5.975, 1.4511E+02, 8.1443E-01
5.983, 1.4511E+02, 8.1443E-01
5.992, 1.4511E+02, 8.1443E-01
6.000, 1.4511E+02, 8.1443E-01
6.008, 1.4511E+02, 8.1443E-01
6.017, 1.4511E+02, 8.1443E-01
6.025, 1.4511E+02, 8.1443E-01
6.033, 1.4511E+02, 8.1443E-01
6.042, 1.4068E+02, 8.1443E-01
6.050, 1.4440E+02, 8.1443E-01
6.058, 1.4582E+02, 1.6997E+00
6.067, 1.4369E+02, 8.1443E-01
6.075, 1.4210E+02, 1.6997E+00
6.083, 1.4511E+02, 1.6997E+00
6.092, 1.4511E+02, 1.6997E+00
6.100, 1.4369E+02, 1.6997E+00
6.108, 1.4369E+02, 1.6997E+00
6.117, 1.4511E+02, 1.6997E+00
6.125, 1.4440E+02, 1.6997E+00
6.133, 1.4369E+02, 1.6997E+00
6.142, 1.4440E+02, 1.6997E+00
6.150, 1.4511E+02, 1.6997E+00
6.158, 1.4440E+02, 1.6997E+00
6.167, 1.4440E+02, 1.6997E+00
6.175, 1.4511E+02, 2.4079E+00
6.183, 1.4440E+02, 2.4079E+00
6.192, 1.4440E+02, 2.4079E+00
6.200, 1.4440E+02, 1.6997E+00
6.208, 1.4511E+02, 2.4079E+00
6.217, 1.4440E+02, 2.4079E+00
6.225, 1.4440E+02, 2.4079E+00
6.233, 1.4511E+02, 2.4079E+00
6.242, 1.4511E+02, 2.4079E+00
6.250, 1.4440E+02, 2.4079E+00
6.258, 1.4440E+02, 2.4079E+00
6.267, 1.4511E+02, 2.4079E+00
6.275, 1.4511E+02, 2.4079E+00
6.283, 1.4511E+02, 2.4079E+00
6.292, 1.4511E+02, 2.4079E+00
6.300, 1.4511E+02, 2.4079E+00
6.308, 1.4511E+02, 3.1161E+00
6.317, 1.4511E+02, 3.1161E+00
6.325, 1.4511E+02, 3.1161E+00
6.333, 1.4511E+02, 3.1161E+00
6.342, 1.4511E+02, 3.1161E+00
6.350, 1.4511E+02, 3.1161E+00
6.358, 1.4511E+02, 3.1161E+00
6.367, 1.4511E+02, 3.1161E+00
6.375, 1.4511E+02, 3.1161E+00
6.383, 1.4511E+02, 3.1161E+00
6.392, 1.4511E+02, 3.1161E+00
6.400, 1.4511E+02, 3.1161E+00
6.408, 1.4511E+02, 3.1161E+00
6.417, 1.4511E+02, 3.1161E+00
6.425, 1.4511E+02, 3.1161E+00
6.433, 1.4511E+02, 3.1161E+00
6.442, 1.4511E+02, 3.1161E+00
6.450, 1.4511E+02, 3.1161E+00
6.458, 1.4511E+02, 3.1161E+00
6.467, 1.4511E+02, 3.1161E+00
6.475, 1.4511E+02, 3.8243E+00
6.483, 1.4511E+02, 3.1161E+00
6.492, 1.4511E+02, 3.1161E+00
6.500, 1.4511E+02, 3.1161E+00
6.508, 1.4511E+02, 3.8243E+00
6.517, 1.4511E+02, 3.8243E+00
6.525, 1.4511E+02, 3.8243E+00
6.533, 1.4511E+02, 3.8243E+00
6.542, 1.4511E+02, 3.8243E+00
6.550, 1.4511E+02, 3.8243E+00
6.558, 1.4511E+02, 3.8243E+00
6.567, 1.4511E+02, 3.8243E+00
6.575, 1.4511E+02, 3.8243E+00
6.583, 1.4511E+02, 3.8243E+00
6.592, 1.4511E+02, 3.8243E+00
6.600, 1.4511E+02, 3.8243E+00
6.608, 1.4511E+02, 3.8243E+00
6.617, 1.4511E+02, 3.8243E+00
6.625, 1.4511E+02, 3.8243E+00
6.633, 1.4511E+02, 3.8243E+00
6.642, 1.4582E+02, 4.5325E+00
6.650, 1.4511E+02, 3.8243E+00
6.658, 1.4511E+02, 3.8243E+00
6.667, 1.4582E+02, 4.5325E+00
6.675, 1.4511E+02, 4.5325E+00
6.683, 1.4582E+02, 4.5325E+00
6.692, 1.4582E+02, 4.5325E+00
6.700, 1.4582E+02, 4.5325E+00
6.708, 1.4582E+02, 4.5325E+00
6.717, 1.4511E+02, 4.5325E+00
6.725, 1.4511E+02, 4.5325E+00
6.733, 1.4511E+02, 4.5325E+00
6.742, 1.4511E+02, 4.5325E+00
6.750, 1.4511E+02, 4.5325E+00
6.758, 1.4582E+02, 4.5325E+00
6.767, 1.4511E+02, 4.5325E+00
6.775, 1.4582E+02, 4.5325E+00
6.783, 1.4582E+02, 4.5325E+00
6.792, 1.4511E+02, 4.5325E+00
6.800, 1.4582E+02, 4.5325E+00
6.808, 1.4582E+02, 4.5325E+00
6.817, 1.4582E+02, 4.5325E+00
6.825, 1.4582E+02, 4.5325E+00
6.833, 1.4511E+02, 4.5325E+00
6.842, 1.4582E+02, 4.5325E+00
6.850, 1.4511E+02, 4.5325E+00
6.858, 1.4511E+02, 4.5325E+00
6.867, 1.4582E+02, 4.5325E+00
6.875, 1.4582E+02, 5.2407E+00
6.883, 1.4511E+02, 4.5325E+00
6.892, 1.4582E+02, 5.2407E+00
6.900, 1.4582E+02, 4.5325E+00
6.908, 1.4582E+02, 5.2407E+00
6.917, 1.4511E+02, 5.2407E+00
6.925, 1.4582E+02, 5.2407E+00
6.933, 1.4582E+02, 5.2407E+00
6.942, 1.4582E+02, 5.2407E+00
6.950, 1.4440E+02, 5.2407E+00
6.958, 1.0457E+02, 1.1969E+01
6.967, 9.9432E+01, 1.9936E+01
6.975, 9.5005E+01, 2.7372E+01
6.983, 9.0579E+01, 3.3923E+01
6.992, 8.7746E+01, 4.0651E+01
7.000, 8.6330E+01, 4.6494E+01
7.008, 8.5445E+01, 5.1628E+01
7.017, 8.5445E+01, 5.6762E+01
7.025, 8.6330E+01, 6.1897E+01
7.033, 8.7038E+01, 6.5615E+01
7.042, 8.8455E+01, 7.0041E+01
7.050, 8.9871E+01, 7.3759E+01
7.058, 9.1464E+01, 7.7300E+01
7.067, 9.3589E+01, 8.1018E+01
7.075, 9.5005E+01, 8.4028E+01
7.083, 9.6599E+01, 8.6861E+01
7.092, 9.8724E+01, 8.9871E+01
7.100, 1.0014E+02, 9.2881E+01
7.108, 1.0244E+02, 9.5005E+01
7.117, 1.0457E+02, 9.8015E+01
7.125, 1.0616E+02, 1.0014E+02
7.133, 1.0758E+02, 1.0244E+02
7.142, 1.0988E+02, 1.0527E+02
7.150, 1.1129E+02, 1.0687E+02
7.158, 1.1271E+02, 1.0899E+02
7.167, 1.1413E+02, 1.1112E+02
7.175, 1.1643E+02, 1.1342E+02
7.183, 1.1785E+02, 1.1484E+02
7.192, 1.1944E+02, 1.1714E+02
7.200, 1.2085E+02, 1.1855E+02
7.208, 1.2156E+02, 1.1997E+02
7.217, 1.2369E+02, 1.2156E+02
7.225, 1.2457E+02, 1.2298E+02
7.233, 1.2599E+02, 1.2440E+02
7.242, 1.2741E+02, 1.2599E+02
7.250, 1.2811E+02, 1.2670E+02
7.258, 1.2971E+02, 1.2811E+02
7.267, 1.3042E+02, 1.2953E+02
7.275, 1.3112E+02, 1.3024E+02
7.283, 1.3183E+02, 1.3183E+02
7.292, 1.3325E+02, 1.3254E+02
7.300, 1.3413E+02, 1.3396E+02
7.308, 1.3484E+02, 1.3466E+02
7.317, 1.3555E+02, 1.3555E+02
7.325, 1.3626E+02, 1.3626E+02
7.333, 1.3697E+02, 1.3697E+02
7.342, 1.3767E+02, 1.3767E+02
7.350, 1.3767E+02, 1.3767E+02
7.358, 1.3856E+02, 1.3909E+02
7.367, 1.3927E+02, 1.3909E+02
7.375, 1.3927E+02, 1.3980E+02
7.383, 1.3927E+02, 1.3980E+02
7.392, 1.3998E+02, 1.4068E+02
7.400, 1.4068E+02, 1.4068E+02
7.408, 1.4068E+02, 1.4139E+02
7.417, 1.4068E+02, 1.4139E+02
7.425, 1.4068E+02, 1.4139E+02
7.433, 1.4139E+02, 1.4210E+02
7.442, 1.4139E+02, 1.4210E+02
7.450, 1.4139E+02, 1.4210E+02
7.458, 1.4068E+02, 1.4139E+02
7.467, 1.4068E+02, 1.4139E+02
7.475, 1.4139E+02, 1.4210E+02
7.483, 1.4068E+02, 1.4139E+02
7.492, 1.4139E+02, 1.4139E+02
7.500, 1.4139E+02, 1.4210E+02
7.508, 1.4210E+02, 1.4210E+02
7.517, 1.4210E+02, 1.4139E+02
7.525, 1.4210E+02, 1.4139E+02
7.533, 1.4210E+02, 1.4139E+02
7.542, 1.4299E+02, 1.4139E+02
7.550, 1.4210E+02, 1.4139E+02
7.558, 1.4210E+02, 1.4068E+02
7.567, 1.4299E+02, 1.4068E+02
7.575, 1.4299E+02, 1.4068E+02
7.583, 1.4210E+02, 1.4068E+02
7.592, 1.4299E+02, 1.4068E+02
7.600, 1.4299E+02, 1.4068E+02
7.608, 1.4299E+02, 1.4068E+02
7.617, 1.4299E+02, 1.3980E+02
7.625, 1.4299E+02, 1.4068E+02
7.633, 1.4299E+02, 1.3980E+02
7.642, 1.4299E+02, 1.3980E+02
7.650, 1.4299E+02, 1.3980E+02
7.658, 1.4299E+02, 1.3980E+02
7.667, 1.4299E+02, 1.3980E+02
7.675, 1.4299E+02, 1.3980E+02
7.683, 1.4299E+02, 1.3980E+02
7.692, 1.4299E+02, 1.3980E+02
7.700, 1.4299E+02, 1.3909E+02
7.708, 1.4299E+02, 1.3909E+02
7.717, 1.4299E+02, 1.3909E+02
7.725, 1.4299E+02, 1.3909E+02
7.733, 1.4299E+02, 1.3909E+02
7.742, 1.4369E+02, 1.3909E+02
7.750, 1.4299E+02, 1.3838E+02
7.758, 1.4299E+02, 1.3909E+02
7.767, 1.4369E+02, 1.3838E+02
7.775, 1.4369E+02, 1.3838E+02
7.783, 1.4299E+02, 1.3838E+02
7.792, 1.4369E+02, 1.3838E+02
7.800, 1.4299E+02, 1.3838E+02
7.808, 1.4299E+02, 1.3838E+02
7.817, 1.4369E+02, 1.3838E+02
7.825, 1.4369E+02, 1.3838E+02
7.833, 1.4299E+02, 1.3767E+02
7.842, 1.4369E+02, 1.3838E+02
7.850, 1.4369E+02, 1.3767E+02
7.858, 1.4369E+02, 1.3767E+02
7.867, 1.4369E+02, 1.3767E+02
7.875, 1.4369E+02, 1.3767E+02
7.883, 1.4369E+02, 1.3767E+02
7.892, 1.4369E+02, 1.3767E+02
7.900, 1.4369E+02, 1.3767E+02
7.908, 1.4369E+02, 1.3767E+02
7.917, 1.4369E+02, 1.3697E+02
7.925, 1.4369E+02, 1.3767E+02
7.933, 1.4369E+02, 1.3767E+02
7.942, 1.4369E+02, 1.3697E+02
7.950, 1.4369E+02, 1.3697E+02
7.958, 1.4369E+02, 1.3697E+02
7.967, 1.4369E+02, 1.3697E+02
7.975, 1.4369E+02, 1.3697E+02
7.983, 1.4369E+02, 1.3697E+02
7.992, 1.4369E+02, 1.3697E+02
8.000, 1.4369E+02, 1.3697E+02
8.008, 1.4369E+02, 1.3697E+02
8.017, 1.4369E+02, 1.3626E+02
8.025, 1.4369E+02, 1.3626E+02
8.033, 1.4369E+02, 1.3626E+02
8.042, 1.4369E+02, 1.3697E+02
8.050, 1.4369E+02, 1.3626E+02
8.058, 1.4369E+02, 1.3626E+02
8.067, 1.4369E+02, 1.3626E+02
8.075, 1.4369E+02, 1.3626E+02
8.083, 1.4369E+02, 1.3626E+02
8.092, 1.4369E+02, 1.3626E+02
8.100, 1.4369E+02, 1.3626E+02
8.108, 1.4369E+02, 1.3626E+02
8.117, 1.4369E+02, 1.3626E+02
8.125, 1.4369E+02, 1.3626E+02
8.133, 1.4369E+02, 1.3626E+02
8.142, 1.4369E+02, 1.3555E+02
8.150, 1.4369E+02, 1.3555E+02
8.158, 1.4369E+02, 1.3555E+02
8.167, 1.4369E+02, 1.3555E+02
8.175, 1.4369E+02, 1.3555E+02
8.183, 1.4369E+02, 1.3555E+02
8.192, 1.4369E+02, 1.3555E+02
8.200, 1.4369E+02, 1.3555E+02
8.208, 1.4369E+02, 1.3555E+02
8.217, 1.4369E+02, 1.3555E+02
8.225, 1.4369E+02, 1.3555E+02
8.233, 1.4369E+02, 1.3555E+02
8.242, 1.4440E+02, 1.3555E+02
8.250, 1.4369E+02, 1.3466E+02
8.258, 1.4369E+02, 1.3555E+02
8.267, 1.4369E+02, 1.3466E+02
8.275, 1.4369E+02, 1.3466E+02
8.283, 1.4369E+02, 1.3466E+02
8.292, 1.4440E+02, 1.3466E+02
8.300, 1.4369E+02, 1.3466E+02
8.308, 1.4440E+02, 1.3466E+02
8.317, 1.4440E+02, 1.3466E+02
8.325, 1.4369E+02, 1.3466E+02
8.333, 1.4369E+02, 1.3466E+02
8.342, 1.4440E+02, 1.3466E+02
8.350, 1.4369E+02, 1.3466E+02
8.358, 1.4440E+02, 1.3466E+02
8.367, 1.4369E+02, 1.3466E+02
8.375, 1.4440E+02, 1.3466E+02
8.383, 1.4369E+02, 1.3466E+02
8.392, 1.4440E+02, 1.3466E+02
8.400, 1.4369E+02, 1.3396E+02
8.408, 1.4369E+02, 1.3466E+02
8.417, 1.4369E+02, 1.3396E+02
8.425, 1.4440E+02, 1.3466E+02
8.433, 1.4440E+02, 1.3396E+02
8.442, 1.4440E+02, 1.3466E+02
8.450, 1.4440E+02, 1.3396E+02
8.458, 1.4369E+02, 1.3396E+02
8.467, 1.4440E+02, 1.3396E+02
8.475, 1.4440E+02, 1.3396E+02
8.483, 1.4440E+02, 1.3396E+02
8.492, 1.4440E+02, 1.3396E+02
8.500, 1.4440E+02, 1.3396E+02
8.508, 1.4440E+02, 1.3396E+02
8.517, 1.4440E+02, 1.3396E+02
8.525, 1.4440E+02, 1.3396E+02
8.533, 1.4440E+02, 1.3396E+02
8.542, 1.4440E+02, 1.3396E+02
8.550, 1.4440E+02, 1.3325E+02
8.558, 1.4440E+02, 1.3396E+02
8.567, 1.4440E+02, 1.3396E+02
8.575, 1.4440E+02, 1.3396E+02
8.583, 1.4440E+02, 1.3325E+02
8.592, 1.4440E+02, 1.3396E+02
8.600, 1.4440E+02, 1.3325E+02
8.608, 1.4440E+02, 1.3325E+02
8.617, 1.4440E+02, 1.3325E+02
8.625, 1.4440E+02, 1.3396E+02
8.633, 1.4440E+02, 1.3325E+02
8.642, 1.4440E+02, 1.3325E+02
8.650, 1.4440E+02, 1.3325E+02
8.658, 1.4440E+02, 1.3325E+02
8.667, 1.4440E+02, 1.3325E+02
8.675, 1.4440E+02, 1.3325E+02
8.683, 1.4440E+02, 1.3325E+02
8.692, 1.4440E+02, 1.3325E+02
8.700, 1.4440E+02, 1.3325E+02
8.708, 1.4440E+02, 1.3325E+02
8.717, 1.4440E+02, 1.3254E+02
8.725, 1.4440E+02, 1.3325E+02
8.733, 1.4440E+02, 1.3325E+02
8.742, 1.4440E+02, 1.3325E+02
8.750, 1.4440E+02, 1.3254E+02
8.758, 1.4440E+02, 1.3254E+02
8.767, 1.4440E+02, 1.3254E+02
8.775, 1.4440E+02, 1.3254E+02
8.783, 1.4440E+02, 1.3254E+02
8.792, 1.4440E+02, 1.3254E+02
8.800, 1.4440E+02, 1.3254E+02
8.808, 1.4440E+02, 1.3254E+02
8.817, 1.4440E+02, 1.3254E+02
8.825, 1.4440E+02, 1.3254E+02
8.833, 1.4440E+02, 1.3254E+02
8.842, 1.4440E+02, 1.3254E+02
8.850, 1.4440E+02, 1.3254E+02
8.858, 1.4440E+02, 1.3254E+02
8.867, 1.4511E+02, 1.3254E+02
8.875, 1.4440E+02, 1.3254E+02
8.883, 1.4440E+02, 1.3254E+02
8.892, 1.4440E+02, 1.3254E+02
8.900, 1.4440E+02, 1.3254E+02
8.908, 1.4440E+02, 1.3254E+02
8.917, 1.4511E+02, 1.3254E+02
8.925, 1.4511E+02, 1.3254E+02
8.933, 1.4440E+02, 1.3254E+02
8.942, 1.4440E+02, 1.3254E+02
8.950, 1.4440E+02, 1.3183E+02
8.958, 1.4440E+02, 1.3254E+02
8.967, 1.4440E+02, 1.3254E+02
8.975, 1.4440E+02, 1.3254E+02
8.983, 1.4440E+02, 1.3254E+02
8.992, 1.4440E+02, 1.3183E+02
9.000, 1.4440E+02, 1.3183E+02
9.008, 1.4440E+02, 1.3183E+02
9.017, 1.4511E+02, 1.3183E+02
9.025, 1.4511E+02, 1.3183E+02
9.033, 1.4440E+02, 1.3183E+02
9.042, 1.4511E+02, 1.3183E+02
9.050, 1.4511E+02, 1.3183E+02
9.058, 1.4440E+02, 1.3183E+02
9.067, 1.4440E+02, 1.3183E+02
9.075, 1.4440E+02, 1.3183E+02
9.083, 1.4440E+02, 1.3183E+02
9.092, 1.4440E+02, 1.3183E+02
9.100, 1.4440E+02, 1.3183E+02
9.108, 1.4511E+02, 1.3183E+02
9.117, 1.4511E+02, 1.3183E+02
9.125, 1.4511E+02, 1.3183E+02
9.133, 1.4440E+02, 1.3112E+02
9.142, 1.4511E+02, 1.3183E+02
9.150, 1.4511E+02, 1.3112E+02
9.158, 1.4440E+02, 1.3112E+02
9.167, 1.4511E+02, 1.3183E+02
9.175, 1.4511E+02, 1.3112E+02
9.183, 1.4440E+02, 1.3112E+02
9.192, 1.4511E+02, 1.3183E+02
9.200, 1.4440E+02, 1.3112E+02
9.208, 1.4511E+02, 1.3183E+02
9.217, 1.4511E+02, 1.3183E+02
9.225, 1.4440E+02, 1.3112E+02
9.233, 1.4440E+02, 1.3112E+02
9.242, 1.4511E+02, 1.3112E+02
9.250, 1.4511E+02, 1.3112E+02
9.258, 1.4511E+02, 1.3112E+02
9.267, 1.4511E+02, 1.3112E+02
9.275, 1.4511E+02, 1.3112E+02
9.283, 1.4511E+02, 1.3112E+02
9.292, 1.4511E+02, 1.3112E+02
9.300, 1.4511E+02, 1.3112E+02
9.308, 1.4511E+02, 1.3112E+02
9.317, 1.4511E+02, 1.3112E+02
9.325, 1.4511E+02, 1.3112E+02
9.333, 1.4511E+02, 1.3112E+02
9.342, 1.4511E+02, 1.3112E+02
9.350, 1.4511E+02, 1.3024E+02
9.358, 1.4511E+02, 1.3112E+02
9.367, 1.4511E+02, 1.3112E+02
9.375, 1.4511E+02, 1.3024E+02
9.383, 1.4511E+02, 1.3024E+02
9.392, 1.4511E+02, 1.3024E+02
9.400, 1.4511E+02, 1.3024E+02
9.408, 1.4511E+02, 1.3024E+02
9.417, 1.4511E+02, 1.3024E+02
9.425, 1.4511E+02, 1.3024E+02
9.433, 1.4511E+02, 1.3024E+02
9.442, 1.4511E+02, 1.3024E+02
9.450, 1.4511E+02, 1.3024E+02
9.458, 1.4511E+02, 1.3024E+02
9.467, 1.4511E+02, 1.3024E+02
9.475, 1.4511E+02, 1.3024E+02
9.483, 1.4511E+02, 1.3024E+02
9.492, 1.4511E+02, 1.3024E+02
9.500, 1.4511E+02, 1.3024E+02
9.508, 1.4511E+02, 1.3024E+02
9.517, 1.4511E+02, 1.3024E+02
9.525, 1.4511E+02, 1.3024E+02
9.533, 1.4511E+02, 1.3024E+02
9.542, 1.4511E+02, 1.3024E+02
9.550, 1.4511E+02, 1.3024E+02
9.558, 1.4511E+02, 1.3024E+02
9.567, 1.4511E+02, 1.3024E+02
9.575, 1.4511E+02, 1.3024E+02
9.583, 1.4511E+02, 1.3024E+02
9.592, 1.4511E+02, 1.3024E+02
9.600, 1.4511E+02, 1.3024E+02
